"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://www.tdk.co.jp/tefe02/e533_mlz.pdf","http://media.digikey.com/Renders/Kemet%20Renders/399-9582-2-ND.jpg","445-6379-1-ND","MLZ1005M1R0WT000","TDK Corporation","INDUCTOR MULTILAYER 1.0UH 0402",101806,0,"0.22000",0,1,"Cut Tape (CT)","MLZ","Multilayer","Ferrite","1µH","±20%","450mA","100mA","Shielded","350 mOhm","-","170MHz","-55°C ~ 125°C","2MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e533_mlz.pdf","http://media.digikey.com/Renders/Kemet%20Renders/399-9582-2-ND.jpg","445-6381-1-ND","MLZ1005M2R2WT000","TDK Corporation","INDUCTOR MULTILAYER 2.2UH 0402",90880,0,"0.22000",0,1,"Cut Tape (CT)","MLZ","Multilayer","Ferrite","2.2µH","±20%","350mA","60mA","Shielded","550 mOhm","-","120MHz","-55°C ~ 125°C","2MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/Renders/TDK%20Renders/0402-MLK.jpg","445-1478-1-ND","MLK1005S82NJT000","TDK Corporation","INDUCTOR MULTILAYER 82NH 0402",436920,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","82nH","±5%","150mA","-","Unshielded","1.8 Ohm Max","6 @ 100MHz","1.3GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.024"" (0.60mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg.pdf","http://media.digikey.com/photos/Taiyo%20Yuden%20Photos/HK%20SERIES%200201.JPG","445-3046-1-ND","MLG1005S3N0ST000","TDK Corporation","INDUCTOR MULTILAYER 3.0NH 0402",338895,0,"0.08000",0,1,"Cut Tape (CT)","MLG","Multilayer","Ceramic","3nH","±0.3nH","800mA","-","Unshielded","200 mOhm Max","-","5.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/Renders/TDK%20Renders/0402-MLK.jpg","445-1475-1-ND","MLK1005S47NJT000","TDK Corporation","INDUCTOR MULTILAYER 47NH 0402",131729,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","47nH","±5%","200mA","-","Unshielded","1.2 Ohm Max","6 @ 100MHz","1.8GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.024"" (0.60mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/Renders/TDK%20Renders/0402-MLK.jpg","445-1473-1-ND","MLK1005S33NJT000","TDK Corporation","INDUCTOR MULTILAYER 33NH 0402",107343,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","33nH","±5%","200mA","-","Unshielded","900 mOhm Max","7 @ 100MHz","2.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.024"" (0.60mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/Renders/TDK%20Renders/0402-MLK.jpg","445-1462-1-ND","MLK1005S3N9ST000","TDK Corporation","INDUCTOR MULTILAYER 3.9NH 0402",90532,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","3.9nH","±0.3nH","400mA","-","Unshielded","250 mOhm Max","7 @ 100MHz","6.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.024"" (0.60mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg.pdf","http://media.digikey.com/photos/Taiyo%20Yuden%20Photos/HK%20SERIES%200201.JPG","445-3062-1-ND","MLG1005S18NJT000","TDK Corporation","INDUCTOR MULTILAYER 18NH 0402",74050,0,"0.08000",0,1,"Cut Tape (CT)","MLG","Multilayer","Ceramic","18nH","±5%","350mA","-","Unshielded","600 mOhm Max","-","2GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/Renders/TDK%20Renders/0402-MLK.jpg","445-1461-1-ND","MLK1005S3N3ST000","TDK Corporation","INDUCTOR MULTILAYER 3.3NH 0402",68880,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","3.3nH","±0.3nH","400mA","-","Unshielded","220 mOhm Max","7 @ 100MHz","7GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.024"" (0.60mm)","0402 (1005 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/Renders/TDK%20Renders/0402-MLK.jpg","445-1470-1-ND","MLK1005S18NJT000","TDK Corporation","INDUCTOR MULTILAYER 18NH 0402",66388,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","18nH","±5%","250mA","-","Unshielded","600 mOhm Max","7 @ 100MHz","4GHz","-55°C ~ 125°C","100MHz","Surface Mount","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.024"" (0.60mm)","0402 (1005 Metric)"
