"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9428-1-ND","MLG0402Q0N2CT000","TDK Corporation","INDUCTOR MULTILAYER 0.2NH 01005",57830,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","0.2nH","±0.2nH","350mA","-","Unshielded","100 mOhm Max","-","10GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9449-1-ND","MLG0402Q2N3ST000","TDK Corporation","INDUCTOR MULTILAYER 2.3NH 01005",59980,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","2.3nH","±0.3nH","200mA","-","Unshielded","800 mOhm Max","2 @ 100MHz","7GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9459-1-ND","MLG0402Q3N3ST000","TDK Corporation","INDUCTOR MULTILAYER 3.3NH 01005",57770,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","3.3nH","±0.3nH","180mA","-","Unshielded","1.1 Ohm Max","2 @ 100MHz","7GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9465-1-ND","MLG0402Q3N9ST000","TDK Corporation","INDUCTOR MULTILAYER 3.9NH 01005",42980,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","3.9nH","±0.3nH","180mA","-","Unshielded","1.2 Ohm Max","2 @ 100MHz","6GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9471-1-ND","MLG0402Q6N2ST000","TDK Corporation","INDUCTOR MULTILAYER 6.2NH 01005",57905,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","6.2nH","±0.3nH","140mA","-","Unshielded","1.5 Ohm Max","2 @ 100MHz","5.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9482-1-ND","MLG0402Q33NJT000","TDK Corporation","INDUCTOR MULTILAYER 33NH 01005",55430,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","33nH","±5%","120mA","-","Unshielded","3.8 Ohm Max","3 @ 100MHz","1.7GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9429-1-ND","MLG0402Q0N3CT000","TDK Corporation","INDUCTOR MULTILAYER 0.3NH 01005",37930,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","0.3nH","±0.2nH","350mA","-","Unshielded","200 mOhm Max","-","10GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9430-1-ND","MLG0402Q0N4CT000","TDK Corporation","INDUCTOR MULTILAYER 0.4NH 01005",37930,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","0.4nH","±0.2nH","350mA","-","Unshielded","200 mOhm Max","-","10GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9431-1-ND","MLG0402Q0N5CT000","TDK Corporation","INDUCTOR MULTILAYER 0.5NH 01005",39880,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","0.5nH","±0.2nH","350mA","-","Unshielded","200 mOhm Max","-","10GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg_02.pdf","-","445-9432-1-ND","MLG0402Q0N6CT000","TDK Corporation","INDUCTOR MULTILAYER 0.6NH 01005",39930,0,"0.28000",0,1,"Cut Tape (CT)","MLG","Multilayer","-","0.6nH","±0.2nH","320mA","-","Unshielded","300 mOhm Max","-","10GHz","-55°C ~ 125°C","100MHz","Surface Mount","01005 (0402 Metric)","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.009"" (0.22mm)","01005 (0402 Metric)"
