"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-1578-1-ND","MLK0603L4N7ST000","TDK Corporation","INDUCTOR 4.7NH +-.3NH FIXED 0201",107161,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","4.7nH","±0.3nH","200mA","-","Unshielded","500 mOhm Max","6 @ 300MHz","7.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-1583-1-ND","MLK0603L12NJT000","TDK Corporation","INDUCTOR 12NH +-5% FIXED 0201",96127,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","12nH","±5%","150mA","-","Unshielded","1 Ohm Max","6 @ 300MHz","5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-1582-1-ND","MLK0603L10NJT000","TDK Corporation","INDUCTOR 10NH +-5% FIXED 0201",45652,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","10nH","±5%","200mA","-","Unshielded","800 mOhm Max","6 @ 300MHz","5.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLG0603Q.pdf","http://media.digikey.com/Renders/TDK%20Renders/0201-MLG.jpg","445-6250-1-ND","MLG0603Q0N2C","TDK Corporation","INDUCTOR MULTILAYER .2NH 0201",40636,0,"0.27000",0,1,"Cut Tape (CT)","MLG","Multilayer","Ceramic","0.2nH","±0.2nH","600mA","-","Unshielded","100 mOhm Max","-","10GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg.pdf","http://media.digikey.com/Renders/TDK%20Renders/0201-MLG.jpg","445-3109-1-ND","MLG0603S15NJT000","TDK Corporation","INDUCTOR MULTILAYER 15NH 0201",111684,0,"0.08000",0,1,"Cut Tape (CT)","MLG","Multilayer","Ceramic","15nH","±5%","180mA","-","Unshielded","1.1 Ohm Max","6 @ 100MHz","2.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-1579-1-ND","MLK0603L5N6ST000","TDK Corporation","INDUCTOR 5.6NH +-.3NH FIXED 0201",120177,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","5.6nH","±0.3nH","200mA","-","Unshielded","600 mOhm Max","6 @ 300MHz","6.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-1576-1-ND","MLK0603L3N3ST000","TDK Corporation","INDUCTOR 3.3NH +-.3NH FIXED 0201",106057,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","3.3nH","±0.3nH","200mA","-","Unshielded","400 mOhm Max","6 @ 300MHz","8GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-6347-1-ND","MLK0603L4N3ST000","TDK Corporation","INDUCTOR MULTILAYER 4.3NH 0201",83308,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","4.3nH","±0.3nH","200mA","-","Unshielded","500 mOhm Max","6 @ 300MHz","7.5GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlk.pdf","http://media.digikey.com/photos/TDK%20Photos/MLK0603%20SERIES.jpg","445-1585-1-ND","MLK0603L18NJT000","TDK Corporation","INDUCTOR 18NH +-5% FIXED 0201",48951,0,"0.08000",0,1,"Cut Tape (CT)","MLK","Multilayer","Ceramic","18nH","±5%","100mA","-","Unshielded","1.3 Ohm Max","6 @ 300MHz","4GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
"http://www.tdk.co.jp/tefe02/e521_mlg.pdf","http://media.digikey.com/Renders/TDK%20Renders/0201-MLG.jpg","445-3095-1-ND","MLG0603S3N3ST000","TDK Corporation","INDUCTOR MULTILAYER 3.3NH 0201",54827,0,"0.08000",0,1,"Cut Tape (CT)","MLG","Multilayer","Ceramic","3.3nH","±0.3nH","300mA","-","Unshielded","350 mOhm Max","4 @ 100MHz","5.8GHz","-55°C ~ 125°C","100MHz","Surface Mount","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","0201 (0603 Metric)"
