"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Resistance (Ohms)","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Package / Case","Supplier Device Package","Size / Dimension","Height","Number of Terminations"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG7K32CT-ND","RMCF0603FG7K32","Stackpole Electronics Inc","RES 7.32K OHM 1/10W 1% 0603",60000,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","7.32k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG150KCT-ND","RMCF0603FG150K","Stackpole Electronics Inc","RES 150K OHM 1/10W 1% 0603",59977,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","150k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG182KCT-ND","RMCF0603FG182K","Stackpole Electronics Inc","RES 182K OHM 1/10W 1% 0603",59883,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","182k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG221KCT-ND","RMCF0603FG221K","Stackpole Electronics Inc","RES 221K OHM 1/10W 1% 0603",59990,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","221k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG30K1CT-ND","RMCF0603FG30K1","Stackpole Electronics Inc","RES 30.1K OHM 1/10W 1% 0603",59950,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","30.1k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG68K1CT-ND","RMCF0603FG68K1","Stackpole Electronics Inc","RES 68.1K OHM 1/10W 1% 0603",59996,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","68.1k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG100RCT-ND","RMCF0603FG100R","Stackpole Electronics Inc","RES 100 OHM 1/10W 1% 0603",45809,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","100","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG1M00CT-ND","RMCF0603FG1M00","Stackpole Electronics Inc","RES 1M OHM 1/10W 1% 0603",34220,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","1M","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG243KCT-ND","RMCF0603FG243K","Stackpole Electronics Inc","RES 243K OHM 1/10W 1% 0603",30000,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","243k","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG402RCT-ND","RMCF0603FG402R","Stackpole Electronics Inc","RES 402 OHM 1/10W 1% 0603",20000,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","402","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG412RCT-ND","RMCF0603FG412R","Stackpole Electronics Inc","RES 412 OHM 1/10W 1% 0603",20000,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","412","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FG475RCT-ND","RMCF0603FG475R","Stackpole Electronics Inc","RES 475 OHM 1/10W 1% 0603",19500,0,"0.10000",1,1,"Cut Tape (CT)","RMCF","475","±1%","0.1W, 1/10W","Thick Film","-","±100ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
