"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Voltage - Rated","Tolerance","Temperature Coefficient","Mounting Type","Operating Temperature","Applications","Ratings","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Features"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B822KA5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1590-1-ND","CL05B822KA5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 8200PF 25V 10% X7R 0402",53798,0,"0.10000",1,1,"Cut Tape (CT)","CL","8200pF","25V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B822KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1591-1-ND","CL05B822KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 8200PF 50V 10% X7R 0402",26330,0,"0.10000",1,1,"Cut Tape (CT)","CL","8200pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B102KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1032-1-ND","CL05B102KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1000PF 50V 10% X7R 0402",151461,0,"0.10000",1,1,"Cut Tape (CT)","CL","1000pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B103KA5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1057-1-ND","CL05B103KA5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 10000PF 25V 10% X7R 0402",106999,0,"0.10000",1,1,"Cut Tape (CT)","CL","10000pF","25V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B103KO5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1051-1-ND","CL05B103KO5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 10000PF 16V 10% X7R 0402",60808,0,"0.10000",1,1,"Cut Tape (CT)","CL","10000pF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B103KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1028-1-ND","CL05B103KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 10000PF 50V 10% X7R 0402",53452,0,"0.10000",1,1,"Cut Tape (CT)","CL","10000pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B272KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1268-1-ND","CL05B272KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2700PF 50V 10% X7R 0402",26529,0,"0.10000",1,1,"Cut Tape (CT)","CL","2700pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B122KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1515-1-ND","CL05B122KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1200PF 50V 10% X7R 0402",28685,0,"0.10000",1,1,"Cut Tape (CT)","CL","1200pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B221KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1531-1-ND","CL05B221KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 220PF 50V 10% X7R 0402",25045,0,"0.10000",1,1,"Cut Tape (CT)","CL","220pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL05B331KB5NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200402(1005%20Metric)%205.jpg","1276-1546-1-ND","CL05B331KB5NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 330PF 50V 10% X7R 0402",21912,0,"0.10000",1,1,"Cut Tape (CT)","CL","330pF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
